1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,1,0.500000,0.000000,0.500000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,1,0,0.666667,0.333333,0.000000,4
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
3,3,0,0,1.000000,0.000000,0.000000,4
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
